Expanded display is on.
id,shape_type,display_name,category,subcategory,description,source,priority,seo_keywords,canonical_url,is_active,created_at,updated_at,asset_value_usd,token_id,energy_hash,energy_rank,normalized_energy,pattern_discoveries,cross_learn_connections,base_energy,onchain_tx_hash,mint_status,erc20_contract_address,morph_parameters,last_morph_at
995,debruijn_assembly_001,de Bruijn Graph Assembly,algorithms,bioinformatics,Genome assembly via k-mer graphs,formula_sync,0.8,"algorithms, UUON, parametric surface",/shapes/debruijn-assembly-001,t,2026-06-12T23:55:29.054Z,2026-06-12T23:55:29.054Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x7b38Cc0EF3cDc200af107A41C6f82e3c9F8E22c5,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
997,monte_carlo_sampling_001,Monte Carlo Sampling,algorithms,simulation,Statistical sampling methods,formula_sync,0.8,"algorithms, UUON, parametric surface",/shapes/monte-carlo-sampling-001,t,2026-06-12T23:55:29.054Z,2026-06-12T23:55:29.054Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x0ef36694B550665C6faB38c07e0DA77A01859afC,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
999,quicksort_partition,Quicksort Partition,algorithms,sorting,Divide-and-conquer sorting,formula_sync,0.8,"algorithms, UUON, parametric surface",/shapes/quicksort-partition,t,2026-06-12T23:55:29.054Z,2026-06-12T23:55:29.054Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xc098f40da58Cc7CFDAd2561A0E2B0aCaFf4D43B4,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1005,gradient_descent,Gradient Descent,algorithms,optimization,First-order optimization,formula_sync,0.8,"algorithms, UUON, parametric surface",/shapes/gradient-descent,t,2026-06-12T23:55:29.054Z,2026-06-12T23:55:29.054Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x444745F3427341C937c58c980e556B98083d1E12,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1007,transformer_attention,Transformer Attention,algorithms,ml,Self-attention mechanism - GPT/BERT foundation,formula_sync,0.8,"algorithms, UUON, parametric surface",/shapes/transformer-attention,t,2026-06-12T23:55:29.054Z,2026-06-12T23:55:29.054Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x39c1712c6f0994024Be6F77DB13E9913e64a5a5e,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1009,gan_adversarial,GAN Adversarial Training,algorithms,ml,Generative Adversarial Network,formula_sync,0.8,"algorithms, UUON, parametric surface",/shapes/gan-adversarial,t,2026-06-12T23:55:29.054Z,2026-06-12T23:55:29.054Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x32BBf28a00e3D3fC8f4269b8AB775f3A926a1fa2,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1013,cantellated_tesseract,Cantellated Tesseract,4d-hyperdimensional,polytope,Edge-truncated 4D hypercube,formula_sync,0.8,"4d-hyperdimensional, UUON, parametric surface",/shapes/cantellated-tesseract,t,2026-06-12T23:55:29.054Z,2026-06-12T23:55:29.054Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x280CB8BCDE525ed5B5eAD8a59457D65f948DF4c6,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1015,bitruncated_24_cell,Bitruncated 24-cell,4d-hyperdimensional,polytope,Dual-truncated 24-cell,formula_sync,0.8,"4d-hyperdimensional, UUON, parametric surface",/shapes/bitruncated-24-cell,t,2026-06-12T23:55:29.054Z,2026-06-12T23:55:29.054Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xc53dE223a96a0f3829aaAD7EFACc36cf0f97325a,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1017,truncated_600_cell,Truncated 600-cell,4d-hyperdimensional,polytope,Vertex-truncated 600-cell,formula_sync,0.8,"4d-hyperdimensional, UUON, parametric surface",/shapes/truncated-600-cell,t,2026-06-12T23:55:29.054Z,2026-06-12T23:55:29.054Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xFDACb1f14D45d9f46d9391d6f1544695e5a5a61e,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1021,hyperbolic_5_cell,Hyperbolic 5-cell,4d-hyperdimensional,hyperbolic,4D simplex in hyperbolic space,formula_sync,0.8,"4d-hyperdimensional, UUON, parametric surface",/shapes/hyperbolic-5-cell,t,2026-06-12T23:55:29.054Z,2026-06-12T23:55:29.054Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x3873bbb16A7651B0EB0208d0191550d27B1BA02b,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1023,cantor_set_3d,Cantor Set 3D,fractals,cantor,3D visualization of Cantor ternary set,formula_sync,0.8,"fractals, UUON, parametric surface",/shapes/cantor-set-3d,t,2026-06-12T23:55:29.054Z,2026-06-12T23:55:29.054Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x79cfd20d943AaC6981b10817f46AA32fFEe8B7DF,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1113,quantum_tunneling_barrier,🌀 Quantum Tunneling - Probability Cloud Through Barrier,physics,physics,Parametric surface,formula_sync,0.8,"physics, UUON, parametric surface",/shapes/quantum-tunneling-barrier,t,2026-06-12T23:55:35.647Z,2026-06-12T23:55:35.647Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x14Ff8b04B61bBc87003330F822F8Be9D9270F513,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1115,electron_spin_down,↓ Electron Spin Down - Opposite Magnetic Moment,physics,physics,Parametric surface,formula_sync,0.8,"physics, UUON, parametric surface",/shapes/electron-spin-down,t,2026-06-12T23:55:35.647Z,2026-06-12T23:55:35.647Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xB48D008FC13F5E079f41Eb05f1E3D0D96a517F0d,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1117,particle_box_n3,📦 Particle in Box n=3 - Second Excited Standing Wave,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/particle-box-n3,t,2026-06-12T23:55:35.647Z,2026-06-12T23:55:35.647Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xB6D2ed328F0E1bAfd3E7eca3E7F58c0b794f6982,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1121,keratin_fiber,🧵 Keratin Fiber - Hair & Nail Protein,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/keratin-fiber,t,2026-06-12T23:55:35.647Z,2026-06-12T23:55:35.647Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x439Ba945a45Fd87DD6C30Ca5b0e5d234B2441989,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1123,diamond_cubic_lattice,💎 Diamond Cubic Lattice - Carbon Crystal Structure,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/diamond-cubic-lattice,t,2026-06-12T23:55:35.647Z,2026-06-12T23:55:35.647Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x37E480915d56214B1b62e9e878A0117B3F34B251,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1125,body_centered_cubic,🔷 Body-Centered Cubic (BCC) - Iron Structure,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/body-centered-cubic,t,2026-06-12T23:55:35.647Z,2026-06-12T23:55:35.647Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xE616e04D152A20269B73dF3730E34Aa2F82e75ae,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1127,wurtzite_structure,⬢ Wurtzite Structure - ZnO Crystal,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/wurtzite-structure,t,2026-06-12T23:55:35.647Z,2026-06-12T23:55:35.647Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x159fDd0E8950763a23B3Cf9D18e236956605f632,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1129,perovskite_structure,⚡ Perovskite Structure - Solar Cell Crystal,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/perovskite-structure,t,2026-06-12T23:55:35.647Z,2026-06-12T23:55:35.647Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x022833613C2274cc03f6dF291E64F3F9B1Fcc41E,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1131,icosahedral_quasicrystal,⭐ Icosahedral Quasicrystal - 5-Fold Symmetry,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/icosahedral-quasicrystal,t,2026-06-12T23:55:35.647Z,2026-06-12T23:55:35.647Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xdA9F8d4bC714F45d79B8d77B4D4FEB1d47EEeE58,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1133,dodecahedral_quasicrystal,⬟ Dodecahedral Quasicrystal - 12-Fold Geometry,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/dodecahedral-quasicrystal,t,2026-06-12T23:55:35.647Z,2026-06-12T23:55:35.647Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x0677Dc055351AC14D389eA72FDe4F4fe3021f545,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1137,richmond_surface,💎 Richmond Minimal Surface,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/richmond-surface,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x4B52CdA8A3301914D155A4739fE457B1bc52b11b,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1139,scherk_first_surface,🏛️ Scherk's First Minimal Surface,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/scherk-first-surface,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x9803cef567a060DC4f66D2425D178561Fb12413e,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1141,henneberg_minimal_surface,🌟 Henneberg Minimal Surface,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/henneberg-minimal-surface,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xdBe3E8Bcf7f93E9b27FE03E2dC7d478cb0772b9f,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1143,figure8_klein_bottle,🍾 Figure-8 Klein Bottle Immersion,topology,topology,Parametric surface,formula_sync,0.8,"topology, UUON, parametric surface",/shapes/figure8-klein-bottle,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x6D8003C5B29c15d78F0Ee1452c02173211722F37,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1161,magneto_biobot,🧲 Magneto-Biobot - Magnetic Navigation Helix,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/magneto-biobot,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x56ce5990E33461bf73cAC051662Df1544a8a9342,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1134,amorphous_glass_network,🌫️ Amorphous Glass Network - Disordered Silica,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/amorphous-glass-network,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xaF887fe8F2D07a89304D5e88862B986B72a618bc,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1136,breather_surface,🌊 Breather Surface - Dynamic Soliton,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/breather-surface,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x38a5991210e70CC790e604f0Ddf769315F96a90E,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1140,costa_minimal_surface,⚡ Costa's Minimal Surface,minimal_surface,minimal_surface,Parametric surface,formula_sync,0.8,"minimal_surface, UUON, parametric surface",/shapes/costa-minimal-surface,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x468547BfcFA2b86C6aa3E41C452B056f7cf543ad,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1142,jeener_klein_bottle,🍾 Jeener's Klein Bottle Variant,topology,topology,Parametric surface,formula_sync,0.8,"topology, UUON, parametric surface",/shapes/jeener-klein-bottle,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x420cE345De9c12f3f66c8Ed9Ba19f47f05e7D7f1,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1144,spartan_shield_300,⚔️ Spartan Shield 300 - THIS IS SPARTA!,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/spartan-shield-300,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xfABe68b00D88923822f24b2F968C334AD69865F9,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1146,penrose_tiling_projection,🔷 Penrose Quasicrystal Tiling - 5D Projection,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/penrose-tiling-projection,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x5E9b5D2375C95f18fAcdAc8fcc0bf8e6E6E6103d,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1148,voronoi_delaunay_surface,📐 Voronoi-Delaunay Dual Structure,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/voronoi-delaunay-surface,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x0c95924443dA2972e829136D14a5D772C3f352Ae,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1152,calabi_yau_simplified,🎭 Calabi-Yau Manifold - String Theory Space,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/calabi-yau-simplified,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xbBfcae7369028592B9650aB60509d3030E13eBBf,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1154,breast_cancer_tissue,🔬 Breast Cancer Tissue - Pathology Model,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/breast-cancer-tissue,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xD5D4Fb03CC4161C5E83F1b02d0A704EFC9e17385,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1156,primitive_tpms,🔲 Primitive TPMS - Cortical Bone (Schwarz P),general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/primitive-tpms,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x3205f6b8454F23cE3F4809530e391d9be6ea1e4e,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1158,muscle_powered_biobot,💪 Muscle-Powered Biobot - Contract-Relax Walker,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/muscle-powered-biobot,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xF53274617109B57490C80206E210Ba9c87509264,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1162,light_responsive_biobot,💡 Light-Responsive Biobot - Phototropic Sheet,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/light-responsive-biobot,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xF8F03dBc9b379032904c79edC55f14db95CbF33D,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1164,sperm_hybrid_biobot,🏊 Sperm-Hybrid Biobot - Flagella Swimmer,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/sperm-hybrid-biobot,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x9424cB93B30d8FB8CA700956b0EbD9f0571bE6F1,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1166,anthrobot,"🫁 Anthrobot - Human Tracheal Cell Biobot (30-500 µm, visualized 60x scale)",general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/anthrobot,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xEBa0d44ab87534bdC99d79dcf2588047464E617d,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1168,neuromuscular_biobot,"⚡ Neuromuscular Biobot - Optogenetic Control (~600 µm, visualized 3x scale)",general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/neuromuscular-biobot,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xca111504C97E28E36B08E0470776Ae3dEc75d9fc,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1170,peroxisome,"🔬 Peroxisome - Metabolic Organelle (0.1-1 µm, visualized 2500x scale)",general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/peroxisome,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x4Fc62712D89E2b2B6047660737C0a6D19A41ca8E,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1174,smooth_er,🧪 Smooth Endoplasmic Reticulum - Lipid Synthesis (visible scale),general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/smooth-er,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x719122bF0D8B500E3c0EFDB78B039FC36760F23A,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1178,lymphocyte,🔵 Lymphocyte - Large Nucleus (7-12 µm),general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/lymphocyte,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xc759fbB98b6BF73e552b3B3ee3fC5e7800A65baB,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1180,macrophage,🦠 Macrophage - Irregular with Pseudopodia (15-30 µm),general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/macrophage,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xD88202aBEb97Fb74E7982C2cCd4439e6F1E034FF,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1182,eosinophil,🟠 Eosinophil - Bi-lobed with Large Granules (12-17 µm),general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/eosinophil,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x042f25AB0b2bC5dE4A676692334Af766BfBf300B,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1184,bacterial_cell,🦠 Bacterial Cell - Rod with Flagella (~2 µm),general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/bacterial-cell,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xd12f561FE372287255015C599CAb5a13A75b681B,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1186,coronavirus,🦠 Coronavirus - Spike Proteins (~120 nm),general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/coronavirus,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x4A375e14cC8764430bCAD8153ed139f56046AFb5,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1188,yeast_cell,🍞 Yeast Cell - Budding Fungus (~5 µm),general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/yeast-cell,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x40037D7626E2a88d4819BFAC85f8905b029F8929,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1190,amoeba,🦠 Amoeba - Shape-Shifting Protist (~250 µm),general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/amoeba,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x7085152FE18d69228e446C1441AF52484d6E5123,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1192,chloroplast,"🌿 Chloroplast - Photosynthesis Organelle (~5 µm, visualized 400x scale)",general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/chloroplast,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xE76838BAEA53255Ad0f231d923eB269C5900b56d,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1194,plant_vacuole,💧 Plant Vacuole - Large Central Storage (visible scale),general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/plant-vacuole,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x668aCAE9f95d1829E25b52E2F3252b4153797cbB,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1198,fullerene_c60,"⚛️ Fullerene C60 - Buckminsterfullerene (~0.7 nm, Nobel Prize 1996, 10000000x scale)",general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/fullerene-c60,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x41e62D8B2353Ff24d962eC98aeAdDaaA341D24EC,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1200,carbon_nanotube,"⚫ Carbon Nanotube - Rolled Graphene Cylinder (~1-2 nm diameter, 1000000x scale)",general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/carbon-nanotube,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x2a64a05EA60B056966c071acDDDDFE01A1aA1F3b,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1202,quantum_atom_complete,⚛️ Complete Atom - Quantum Wave Pattern (Ψ_atom),physics,physics,Parametric surface,formula_sync,0.8,"physics, UUON, parametric surface",/shapes/quantum-atom-complete,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x14Ff8b04B61bBc87003330F822F8Be9D9270F513,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1204,fractal_time_spiral,🌀 Fractal Time Spiral - Recursive Temporal Dimensions,fractal,fractal,Parametric surface,formula_sync,0.8,"fractal, UUON, parametric surface",/shapes/fractal-time-spiral,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x8327AB60C22e36B45801F18283E30B1e1356795e,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
